-0.00022265,8.2144
-0.00018402,8.2144
-0.0001454,8.2144
-0.00010677,8.2144
-6.8145e-05,8.2144
-2.952e-05,8.2144
9.1055e-06,8.2144
4.7731e-05,8.2144
8.6356e-05,8.2144
0.00012498,8.2144
0.00016361,8.2144
0.00020223,8.2144
0.00024086,8.2144
0.00027948,8.2144
0.00031811,8.2144
0.00035673,8.2144
0.00039536,8.2144
0.00043398,8.2144
0.00047261,8.2144
0.00051123,8.2144
0.00054986,8.2144
0.00058849,8.2144
0.00062711,8.2144
0.00066574,8.2144
0.00070436,8.2144
0.00074299,8.2144
0.00078161,8.2144
0.00082024,8.2144
0.00085886,8.2144
0.00089749,8.2144
0.00093611,8.2144
0.00097474,8.2144
0.0010134,8.2144
0.001052,8.2144
0.0010906,8.2144
0.0011292,8.2144
0.0011679,8.2144
0.0012065,8.2144
0.0012451,8.2144
0.0012837,8.2144
0.0013224,8.2144
0.001361,8.2144
0.0013996,8.2144
0.0014382,8.2144
0.0014769,8.2144
0.0015155,8.2144
0.0015541,8.2144
0.0015927,8.2144
0.0016314,8.2144
0.00167,8.2144
0.0017086,8.2144
0.0017472,8.2144
0.0017859,8.2144
0.0018245,8.2144
0.0018631,8.2144
0.0019017,8.2144
0.0019404,8.2144
0.001979,8.2144
0.0020176,8.2144
0.0020562,8.2144
0.0020949,8.2144
0.0021335,8.2144
0.0021721,8.2144
0.0022107,8.2144
0.0022494,8.2144
0.002288,8.2144
0.0023266,8.2144
0.0023652,8.2144
0.0024039,8.2144
0.0024425,8.2144
0.0024811,8.2144
0.0025197,8.2144
0.0025584,8.2144
0.002597,8.2144
0.0026356,8.2144
0.0026742,8.2144
0.0027129,8.2144
0.0027515,8.2144
0.0027901,8.2144
0.0028287,8.2144
0.0028674,8.2144
0.002906,8.2144
0.0029446,8.2144
0.0029832,8.2144
0.0030219,8.2144
0.0030605,8.2144
0.0030991,8.2144
0.0031377,8.2144
0.0031764,8.2144
0.003215,8.2144
0.0032536,8.2144
0.0032922,8.2144
0.0033309,8.2144
0.0033695,8.2144
0.0034081,8.2144
0.0034467,8.2144
0.0034854,8.2144
0.003524,8.2144
0.0035626,8.2144
0.0036012,8.2144
0.0036399,8.2144
0.0036785,8.2144
0.0037171,8.2144
0.0037557,8.2144
0.0037944,8.2144
0.003833,8.2144
0.0038716,8.2144
0.0039102,8.2144
0.0039489,8.2144
0.0039875,8.2144
0.0040261,8.2144
0.0040647,8.2144
0.0041034,8.2144
0.004142,8.2144
0.0041806,8.2144
0.0042192,8.2144
0.0042579,8.2144
0.0042965,8.2144
0.0043351,8.2144
0.0043737,8.2144
0.0044124,8.2144
0.004451,8.2144
0.0044896,8.2144
0.0045282,8.2144
0.0045668,8.2144
0.0046055,8.2144
0.0046441,8.2144
0.0046827,8.2144
0.0047213,8.2144
0.00476,8.2144
0.0047986,8.2144
0.0048372,8.2144
0.0048758,8.2144
0.0049145,8.2144
0.0049531,8.2144
0.0049917,8.2144
0.0050303,8.2144
0.005069,8.2144
0.0051076,8.2144
0.0051462,8.2144
0.0051848,8.2144
0.0052235,8.2144
0.0052621,8.2144
0.0053007,8.2144
0.0053393,8.2144
0.005378,8.2144
0.0054166,8.2144
0.0054552,8.2144
0.0054938,8.2144
0.0055324,8.2144
0.0055711,8.2144
0.0056097,8.2144
0.0056483,8.2144
0.0056869,8.2144
0.0057256,8.2144
0.0057642,8.2144
0.0058028,8.2144
0.0058414,8.2144
0.0058801,8.2144
0.0059187,8.2144
0.0059573,8.2144
0.0059959,8.2144
0.0060346,8.2144
0.0060732,8.2144
0.0061118,8.2144
0.0061504,8.2144
0.006189,8.2144
0.0062277,8.2144
0.0062663,8.2144
0.0063049,8.2144
0.0063435,8.2144
0.0063822,8.2144
0.0064208,8.2144
0.0064594,8.2144
0.006498,8.2144
0.0065367,8.2144
0.0065753,8.2144
0.0066139,8.2144
0.0066525,8.2144
0.0066912,8.2144
0.0067298,8.2144
0.0067684,8.2144
0.006807,8.2144
0.0068456,8.2144
0.0068843,8.2144
0.0069229,8.2144
0.0069615,8.2144
0.0070001,8.2144
0.0070388,8.2144
0.0070774,8.2144
0.007116,8.2144
0.0071546,8.2144
0.0071932,8.2144
0.0072319,8.2144
0.0072705,8.2144
0.0073091,8.2144
0.0073477,8.2144
0.0073864,8.2144
0.007425,8.2144
0.0074636,8.2144
0.0075022,8.2144
0.0075409,8.2144
0.0075795,8.2144
0.0076181,8.2144
0.0076567,8.2144
0.0076953,8.2144
0.007734,8.2144
0.0077726,8.2144
0.0078112,8.2144
0.0078498,8.2144
0.0078885,8.2144
0.0079271,8.2144
0.0079657,8.2144
0.0080043,8.2144
0.0080429,8.2144
0.0080816,8.2144
0.0081202,8.2144
0.0081588,8.2144
0.0081974,8.2144
0.008236,8.2144
0.0082747,8.2144
0.0083133,8.2144
0.0083519,8.2144
0.0083905,8.2144
0.0084292,8.2144
0.0084678,8.2144
0.0085064,8.2144
0.008545,8.2144
0.0085836,8.2144
0.0086223,8.2144
0.0086609,8.2144
0.0086995,8.2144
0.0087381,8.2144
0.0087768,8.2144
0.0088154,8.2144
0.008854,8.2144
0.0088926,8.2144
0.0089312,8.2144
0.0089699,8.2144
0.0090085,8.2144
0.0090471,8.2144
0.0090857,8.2144
0.0091243,8.2144
0.009163,8.2144
0.0092016,8.2144
0.0092402,8.2144
